,date,open,high,low,close,Volume BTC
0,2022/9/9 00:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
1,2022/9/8 23:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
2,2022/9/8 22:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
3,2022/9/8 21:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
4,2022/9/8 20:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
5,2022/9/8 19:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
6,2022/9/8 18:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
7,2022/9/8 17:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
8,2022/9/8 16:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0
9,2022/9/8 15:00,0.00461172,0.00461172,0.00461172,0.00461172,0.0021936729999999997
10,2022/9/8 14:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
11,2022/9/8 13:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
12,2022/9/8 12:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
13,2022/9/8 11:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
14,2022/9/8 10:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
15,2022/9/8 09:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
16,2022/9/8 08:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
17,2022/9/8 07:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
18,2022/9/8 06:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
19,2022/9/8 05:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
20,2022/9/8 04:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
21,2022/9/8 03:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
22,2022/9/8 02:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
23,2022/9/8 01:00,0.00452516,0.00452516,0.00452516,0.00452516,0.0
24,2022/9/8 00:00,0.00452516,0.00452516,0.00452516,0.00452516,0.158627561
25,2022/9/7 23:00,0.00459161,0.00459161,0.00459161,0.00459161,0.0
26,2022/9/7 22:00,0.00459161,0.00459161,0.00459161,0.00459161,0.0
27,2022/9/7 21:00,0.00459161,0.00459161,0.00459161,0.00459161,0.0
28,2022/9/7 20:00,0.00456695,0.00459161,0.00456695,0.00459161,0.473875516
29,2022/9/7 19:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
30,2022/9/7 18:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
31,2022/9/7 17:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
32,2022/9/7 16:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
33,2022/9/7 15:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
34,2022/9/7 14:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
35,2022/9/7 13:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
36,2022/9/7 12:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0
37,2022/9/7 11:00,0.00440451,0.00440451,0.00440451,0.00440451,0.0066234580000000005
38,2022/9/7 10:00,0.00443432,0.00443432,0.00443432,0.00443432,0.0
39,2022/9/7 09:00,0.00443432,0.00443432,0.00443432,0.00443432,0.0
40,2022/9/7 08:00,0.00444525,0.00444525,0.00443432,0.00443432,0.031576578
41,2022/9/7 07:00,0.00442215,0.00442215,0.00442215,0.00442215,0.0
42,2022/9/7 06:00,0.00442215,0.00442215,0.00442215,0.00442215,0.0
43,2022/9/7 05:00,0.00442215,0.00442215,0.00442215,0.00442215,0.0
44,2022/9/7 04:00,0.00442215,0.00442215,0.00442215,0.00442215,0.000462797
45,2022/9/7 03:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
46,2022/9/7 02:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
47,2022/9/7 01:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
48,2022/9/7 00:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
49,2022/9/6 23:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
50,2022/9/6 22:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
51,2022/9/6 21:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
52,2022/9/6 20:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
53,2022/9/6 19:00,0.00445735,0.00445735,0.00445735,0.00445735,0.0
54,2022/9/6 18:00,0.00445754,0.00445754,0.00445735,0.00445735,0.396074098
55,2022/9/6 17:00,0.00459997,0.00459997,0.00459997,0.00459997,0.0
56,2022/9/6 16:00,0.00462259,0.00462259,0.00459997,0.00459997,0.004734339000000001
57,2022/9/6 15:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
58,2022/9/6 14:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
59,2022/9/6 13:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
60,2022/9/6 12:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
61,2022/9/6 11:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
62,2022/9/6 10:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
63,2022/9/6 09:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
64,2022/9/6 08:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
65,2022/9/6 07:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
66,2022/9/6 06:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
67,2022/9/6 05:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
68,2022/9/6 04:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
69,2022/9/6 03:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
70,2022/9/6 02:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
71,2022/9/6 01:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
72,2022/9/6 00:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
73,2022/9/5 23:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
74,2022/9/5 22:00,0.00458371,0.00458371,0.00458371,0.00458371,0.0
75,2022/9/5 21:00,0.00458211,0.00458371,0.00458211,0.00458371,0.129555235
76,2022/9/5 20:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
77,2022/9/5 19:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
78,2022/9/5 18:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
79,2022/9/5 17:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
80,2022/9/5 16:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
81,2022/9/5 15:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
82,2022/9/5 14:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
83,2022/9/5 13:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
84,2022/9/5 12:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
85,2022/9/5 11:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
86,2022/9/5 10:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
87,2022/9/5 09:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
88,2022/9/5 08:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
89,2022/9/5 07:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
90,2022/9/5 06:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
91,2022/9/5 05:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
92,2022/9/5 04:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
93,2022/9/5 03:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
94,2022/9/5 02:00,0.00443121,0.00443121,0.00443121,0.00443121,0.0
